Year,Month,Deal ID,Stage,PSO/Non-PSO,Region,Practice,Channel,Business Unit,Weight,Leads UW,Leads,SalesOps,Actuals
2020,9,3272,Not in Pipeline,Non-PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.00,$0,$0,$0,"$100,000"
2020,9,3299,Not in Pipeline,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$38,000"
2020,9,3303,Not in Pipeline,Non-PSO,India,Data & Analytics,Direct,BFSI,0.00,$0,$0,$0,"$76,560"
2020,9,3334,Not in Pipeline,Non-PSO,India,Custom AI/ML,AWS,Others,0.00,$0,$0,$0,"$1,024"
2020,9,3388,Not in Pipeline,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,0.00,$0,$0,$0,"$39,000"
2020,10,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$10,152","$10,152","$10,152","$10,100"
2020,10,1339,L1,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.65,"$33,750","$21,938","$21,938",$0
2020,10,1348,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$20,000","$20,000","$20,000","$20,000"
2020,10,1375,L1,Non-PSO,US-East,Others,AWS,Others,0.90,$633,$570,$570,"$4,750"
2020,10,1410,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$18,750","$18,750","$18,750","$17,500"
2020,10,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$7,917","$7,917","$7,917","$7,917"
2020,10,1475,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$3,500","$3,500","$3,500","$3,500"
2020,10,1487,Commit,Non-PSO,EMEA,Conversational AI,GCP,TMEG,1.00,$0,$0,$0,"$9,200"
2020,10,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$15,120"
2020,10,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,$0,$0,$0,"$1,171"
2020,10,1544,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$110,000","$110,000","$110,000","$108,000"
2020,10,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$75,240","$75,240","$75,240","$80,280"
2020,10,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$55,968","$55,968","$55,968","$55,000"
2020,10,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,881","$14,881","$14,881","$14,881"
2020,10,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$15,120"
2020,10,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,153","$4,153","$4,153","$4,153"
2020,10,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$5,040","$5,040","$5,040","$5,040"
2020,10,1740,Pre-Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,"$100,000","$90,000","$90,000","$130,410"
2020,10,1741,L1 Extn,PSO,US-West,Conversational AI,GCP,BFSI,0.90,"$4,500","$4,050","$4,050","$4,500"
2020,10,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,670","$13,670","$13,670","$13,670"
2020,10,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$16,324","$16,324","$16,324","$49,300"
2020,10,1783,Pre-Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.90,"$80,000","$72,000","$72,000",$0
2020,10,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,"$14,400","$14,400","$14,400","$14,400"
2020,10,1823,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$5,000","$5,000","$5,000","$5,000"
2020,10,1824,Commit,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,1.00,"$15,000","$15,000","$15,000","$15,000"
2020,10,1825,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$45,000","$45,000","$45,000","$44,280"
2020,10,1852,Pre-Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$33,750","$30,375","$30,375","$40,500"
2020,10,1861,L2-L4 Extn,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,0.90,"$95,911","$86,320","$86,320","$79,741"
2020,10,1862,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$13,200","$13,200","$13,200","$13,200"
2020,10,1863,Pre-Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,0.90,"$87,595","$78,836","$78,836","$83,635"
2020,10,1864,Pre-Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,0.90,"$80,388","$72,349","$72,349","$78,540"
2020,10,1865,L2-L4 Extn,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,0.90,"$94,248","$84,823","$84,823","$94,248"
2020,10,1869,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$3,960","$3,960","$3,960","$3,960"
2020,10,1895,L4,Non-PSO,Canada,Custom AI/ML,AWS,TMEG,0.10,"$12,857","$1,286",$0,$0
2020,10,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$88,960","$88,960","$88,960","$72,058"
2020,10,1953,L2-L4 Mega,Non-PSO,US-Central,Others,AWS,Others,0.00,"$27,857",$0,$0,$0
2020,10,1989,Commit,Non-PSO,US-East,Others,Direct,BFSI,1.00,"$22,176","$22,176","$22,176","$16,632"
2020,10,1993,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$81,634","$81,634","$81,634","$39,500"
2020,10,2000,Commit,Non-PSO,India,Data & Analytics,AWS,BFSI,1.00,$0,$0,$0,$923
2020,10,2006,L2-L4 Extn,Non-PSO,India,Data & Analytics,Direct,BFSI,0.90,"$83,160","$74,844","$74,844","$79,200"
2020,10,2008,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$277,508","$277,508","$277,508","$235,162"
2020,10,2044,Commit,Non-PSO,EMEA,Document Understanding AI,GCP,BFSI,1.00,"$16,704","$16,704","$16,704","$24,760"
2020,10,2070,Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,1.00,"$40,000","$40,000","$40,000","$40,003"
2020,10,2090,L1 Mega,Non-PSO,US-West,Document Understanding AI,GCP,BFSI,0.30,"$23,810","$7,143",$0,$0
2020,10,2095,Commit,Non-PSO,US-East,Conversational AI,AWS,BFSI,1.00,"$28,000","$28,000","$28,000","$13,400"
2020,10,2096,Commit,PSO,US-East,Application Modernization,GCP,Others,1.00,"$21,000","$21,000","$21,000","$11,200"
2020,10,2121,Commit,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,1.00,"$40,870","$40,870","$40,870","$40,000"
2020,10,2171,Commit,PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$8,150","$8,150","$8,150","$8,150"
2020,10,2178,Commit,PSO,US-West,Conversational AI,GCP,BFSI,1.00,$0,$0,$0,"$16,256"
2020,10,2218,Commit,Non-PSO,US-East,Marketing Analytics,GCP,Others,1.00,"$75,000","$75,000","$75,000","$75,000"
2020,10,2228,Commit,Non-PSO,US-East,Data & Analytics,GCP,HCLS,1.00,"$103,876","$103,876","$103,876","$107,923"
2020,10,2240,Pre-Commit,Non-PSO,US-Central,Others,Direct,BFSI,0.90,"$37,214","$33,493","$33,493",$0
2020,10,2243,Commit,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,1.00,$0,$0,$0,"$23,470"
2020,10,2269,Commit,Non-PSO,US-West,Conversational AI,GCP,Edu & PubSec,1.00,$1,$1,$1,$0
2020,10,2278,Commit,Non-PSO,US-West,Custom AI/ML,GCP,Others,1.00,"$5,625","$5,625","$5,625","$6,000"
2020,10,2292,Commit,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,1.00,"$2,000","$2,000","$2,000","$2,093"
2020,10,2295,L1,Non-PSO,US-Central,Others,AWS,BFSI,0.60,"$102,080","$61,248","$61,248","$16,500"
2020,10,2297,Commit,Non-PSO,US-Central,Data & Analytics,GCP,BFSI,1.00,"$126,500","$126,500","$126,500","$188,000"
2020,10,2302,Commit,Non-PSO,US-Central,Others,AWS,Others,1.00,$0,$0,$0,"$4,000"
2020,10,2303,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$30,720","$30,720","$30,720","$30,720"
2020,10,2318,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$32,883","$32,883","$32,883","$32,883"
2020,10,2331,L2,Non-PSO,US-West,Conversational AI,GCP,Others,0.30,"$24,429","$7,329",$0,$0
2020,10,2387,Commit,Non-PSO,US-East,Custom AI/ML,AWS,TMEG,1.00,$439,$439,$439,"$36,526"
2020,10,2400,L2,Non-PSO,US-Central,Data & Analytics,GCP,BFSI,0.10,"$92,750","$9,275",$0,$0
2020,10,2403,Commit,Non-PSO,US-East,Data & Analytics,AWS,Edu & PubSec,1.00,$0,$0,$0,"$24,640"
2020,10,2412,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$44,000","$44,000","$44,000","$41,480"
2020,10,2421,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$49,280","$49,280","$49,280","$49,280"
2020,10,2428,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$21,120","$21,120","$21,120","$21,120"
2020,10,2438,L2,Non-PSO,US-East,Marketing Analytics,GCP,Others,0.75,"$12,214","$9,161",$0,$0
2020,10,2455,L4,PSO,US-West,Others,GCP,HCLS,0.10,"$9,143",$914,$0,$0
2020,10,2458,L1,Non-PSO,EMEA,Data & Analytics,GCP,BFSI,0.90,"$46,000","$41,400","$41,400",$0
2020,10,2461,Pre-Commit,PSO,US-West,Data & Analytics,GCP,Edu & PubSec,0.90,"$81,000","$72,900","$72,900","$74,736"
2020,10,2466,L2,Non-PSO,US-East,Marketing Analytics,GCP,HCLS,0.30,"$37,500","$11,250",$0,$0
2020,10,2467,Commit,Non-PSO,US-Central,Conversational AI,AWS,HCLS,1.00,$0,$0,$0,"$5,000"
2020,10,2505,Commit,Non-PSO,US-East,Infrastructure Modernization,GCP,TMEG,1.00,"$50,000","$50,000","$50,000","$66,786"
2020,10,2509,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$54,577","$54,577","$54,577","$45,700"
2020,10,2556,Commit,Non-PSO,US-West,Document Understanding AI,GCP,Others,1.00,"$11,886","$11,886","$11,886","$13,056"
2020,10,2557,Commit,PSO,US-West,Application Modernization,GCP,BFSI,1.00,"$1,000","$1,000","$1,000",$0
2020,10,2563,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$16,860","$16,860","$16,860","$13,200"
2020,10,2568,Commit,Non-PSO,US-East,Document Understanding AI,AWS,BFSI,1.00,$0,$0,$0,"-$22,145"
2020,10,2571,Commit,PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$24,423","$24,423","$24,423",$0
2020,10,2587,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$127,400","$127,400","$127,400","$120,011"
2020,10,2591,Commit,Non-PSO,US-East,Conversational AI,GCP,Others,1.00,$0,$0,$0,"$70,460"
2020,10,2594,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$21,667","$21,667","$21,667","$15,000"
2020,10,2608,L1,PSO,US-West,Conversational AI,GCP,Others,0.90,"$59,000","$53,100","$53,100","$39,000"
2020,10,2610,Commit,PSO,EMEA,Document Understanding AI,GCP,BFSI,1.00,"$53,999","$53,999","$53,999","$59,105"
2020,10,2623,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,1.00,"$2,000","$2,000","$2,000","$4,080"
2020,10,2645,L2-L4 Mega,Non-PSO,US-Central,Others,AWS,Others,0.00,"$61,905",$0,$0,$0
2020,10,2649,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$267,533","$267,533","$267,533","$267,533"
2020,10,2657,L2,PSO,US-East,Data & Analytics,GCP,HCLS,0.00,"$110,092",$0,$0,$0
2020,10,2659,Commit,PSO,US-West,Data & Analytics,GCP,BFSI,1.00,"$26,000","$26,000","$26,000","$26,000"
2020,10,2660,Commit,Non-PSO,US-West,Custom AI/ML,GCP,Others,1.00,"$80,520","$80,520","$80,520","$71,301"
2020,10,2662,Commit,PSO,US-West,Data & Analytics,GCP,BFSI,1.00,"$116,985","$116,985","$116,985","$127,514"
2020,10,2670,Commit,Non-PSO,EMEA,Others,AWS,TMEG,1.00,"$11,200","$11,200","$11,200","$11,200"
2020,10,2673,Pre-Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.90,"$100,000","$90,000","$90,000",$0
2020,10,2681,Pre-Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,0.70,"$1,750","$1,225","$1,225","$2,100"
2020,10,2685,L3,Non-PSO,US-Central,Document Understanding AI,GCP,Others,0.10,"$12,500","$1,250",$0,$0
2020,10,2688,Commit,Non-PSO,US-East,Data & Analytics,AWS,Others,1.00,"$50,000","$50,000","$50,000","$56,770"
2020,10,2705,Pre-Commit,Non-PSO,US-East,Infrastructure Modernization,GCP,Edu & PubSec,0.90,"$57,200","$51,480","$51,480","$36,317"
2020,10,2709,L1 Extn,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,$0,$0,$0,"$100,000"
2020,10,2710,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$1,250","$1,250","$1,250","$5,000"
2020,10,2715,L1,Non-PSO,EMEA,Conversational AI,GCP,TMEG,0.90,"$5,000","$4,500","$4,500",$0
2020,10,2718,Commit,Non-PSO,US-East,Custom AI/ML,Direct,HCLS,1.00,$0,$0,$0,"$29,500"
2020,10,2729,Commit,PSO,US-Central,Conversational AI,GCP,Others,1.00,"$40,000","$40,000","$40,000","$43,200"
2020,10,2740,Commit,Non-PSO,US-East,Conversational AI,GCP,BFSI,1.00,"$93,500","$93,500","$93,500","$95,544"
2020,10,2759,Commit,Non-PSO,US-West,Custom AI/ML,GCP,BFSI,1.00,"$8,500","$8,500","$8,500","$2,500"
2020,10,2760,L1,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,"$21,300","$19,170","$19,170",$0
2020,10,2775,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$2,267","$2,267","$2,267","$6,800"
2020,10,2814,Commit,PSO,US-West,Data & Analytics,GCP,BFSI,1.00,"$32,947","$32,947","$32,947","$32,707"
2020,10,2826,L2,Non-PSO,US-West,Conversational AI,GCP,Others,0.30,"$17,500","$5,250",$0,$0
2020,10,2830,L1,Non-PSO,US-Central,Application Modernization,GCP,Others,0.90,"$30,000","$27,000","$27,000","$16,434"
2020,10,2861,Pre-Commit,Non-PSO,India,Data & Analytics,AWS,Others,0.90,$0,$0,$0,$920
2020,10,2873,L2,Non-PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.30,"$44,950","$13,485",$0,$0
2020,10,2907,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$114,080","$114,080","$114,080","$114,000"
2020,10,2908,Commit,Non-PSO,US-West,Conversational AI,GCP,Edu & PubSec,1.00,"$21,500","$21,500","$21,500","$21,000"
2020,10,2919,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$21,098","$21,098","$21,098","$18,400"
2020,10,2923,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$71,400","$71,400","$71,400","$71,400"
2020,10,2939,Pre-Commit,Non-PSO,US-Central,Conversational AI,GCP,HCLS,0.90,"$14,000","$12,600","$12,600","$14,000"
2020,10,2940,L2-L4 Extn,Non-PSO,India,Data & Analytics,Direct,BFSI,0.90,"$11,088","$9,979","$9,979",$0
2020,10,2942,Commit,Non-PSO,US-East,Data & Analytics,AWS,Others,1.00,"$15,000","$15,000","$15,000","$20,000"
2020,10,2943,Commit,Non-PSO,US-East,Application Modernization,Direct,HCLS,1.00,"$31,200","$31,200","$31,200","$31,200"
2020,10,2945,L1,Non-PSO,Canada,Data & Analytics,AWS,BFSI,0.90,"$54,606","$49,145","$49,145",$0
2020,10,2957,L1,PSO,US-East,Conversational AI,GCP,HCLS,0.75,"$6,920","$5,190","$5,190",$0
2020,10,2982,Pre-Commit,Non-PSO,India,Others,AWS,BFSI,0.90,$0,$0,$0,"$1,245"
2020,10,3005,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$33,846","$33,846","$33,846","$17,600"
2020,10,3011,L2,Non-PSO,US-West,Others,AWS,Others,0.30,"$35,385","$10,616",$0,$0
2020,10,3013,Commit,Non-PSO,Canada,Others,AWS,BFSI,1.00,"$22,000","$22,000","$22,000","$10,000"
2020,10,3023,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$2,960","$2,960","$2,960","$2,960"
2020,10,3024,L1,Non-PSO,India,Conversational AI,GCP,HCLS,0.90,"$12,500","$11,250","$11,250","$12,500"
2020,10,3059,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$50,600","$50,600","$50,600","$50,614"
2020,10,3064,Commit,Non-PSO,India,Custom AI/ML,AWS,BFSI,1.00,"$2,133","$2,133","$2,133","$2,148"
2020,10,3065,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$65,000","$65,000","$65,000","$77,100"
2020,10,3085,Commit,Non-PSO,US-West,Data & Analytics,GCP,TMEG,1.00,"$133,200","$133,200","$133,200","$45,288"
2020,10,3094,L2,Non-PSO,US-East,Document Understanding AI,GCP,Edu & PubSec,0.50,"$28,393","$14,197",$0,$0
2020,10,3101,Pre-Commit,Non-PSO,US-Central,Application Modernization,GCP,Others,0.90,"$27,880","$25,092","$25,092","$27,880"
2020,10,3110,L1,Non-PSO,US-Central,Application Modernization,GCP,Others,0.75,"$24,127","$18,095","$18,095",$0
2020,10,3112,Pre-Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,0.90,"$81,200","$73,080","$73,080","$58,800"
2020,10,3121,L1,Non-PSO,India,Custom AI/ML,AWS,Others,0.90,"$8,571","$7,714","$7,714",$0
2020,10,3129,L4,Non-PSO,US-West,Custom AI/ML,GCP,TMEG,0.10,"$27,143","$2,714",$0,$0
2020,10,3139,Commit,Non-PSO,US-East,Conversational AI,GCP,Others,1.00,"$30,000","$30,000","$30,000","$36,410"
2020,10,3144,Not in Pipeline,Non-PSO,US-West,Conversational AI,AWS,Others,0.00,$0,$0,$0,"$11,250"
2020,10,3153,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$26,000","$26,000","$26,000","$33,800"
2020,10,3162,L1,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.90,"$54,204","$48,784","$48,784","$11,200"
2020,10,3166,L2,Non-PSO,US-West,Custom AI/ML,AWS,Others,0.30,"$40,000","$12,000",$0,$0
2020,10,3169,L1,Non-PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,0.90,"$4,167","$3,750","$3,750",$0
2020,10,3171,L2-L4 Extn,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.90,"$4,233","$3,810","$3,810",$0
2020,10,3172,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,500","$7,500","$7,500","$7,500"
2020,10,3183,Pre-Commit,Non-PSO,US-East,Others,AWS,Others,0.90,"$17,149","$15,434","$15,434","$20,000"
2020,10,3187,L2,Non-PSO,US-West,Data & Analytics,GCP,BFSI,0.30,"$36,914","$11,074",$0,"$28,665"
2020,10,3194,L2,Non-PSO,US-West,Custom AI/ML,AWS,Others,0.30,"$10,714","$3,214",$0,$0
2020,10,3195,L1,PSO,US-East,Data & Analytics,GCP,BFSI,0.90,"$82,286","$74,057","$74,057",$0
2020,10,3196,L1 Extn,PSO,US-West,Conversational AI,GCP,Others,0.90,"$4,500","$4,050","$4,050","$4,500"
2020,10,3208,L2,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.70,"$36,944","$25,861",$0,$0
2020,10,3211,L1,Non-PSO,APAC,Custom AI/ML,AWS,BFSI,0.90,"$27,679","$24,911","$24,911",$0
2020,10,3230,L1,Non-PSO,US-East,Marketing Analytics,GCP,BFSI,0.90,"$68,687","$61,818","$61,818",$0
2020,10,3240,L2,Non-PSO,US-West,Custom AI/ML,GCP,TMEG,0.30,$0,$0,$0,"$4,950"
2020,10,3245,L3,Non-PSO,US-Central,Conversational AI,GCP,BFSI,0.10,"$46,429","$4,643",$0,$0
2020,10,3251,Pre-Commit,Non-PSO,US-East,Custom AI/ML,AWS,Others,0.90,"$62,738","$56,464","$56,464","$38,958"
2020,10,3264,L2,Non-PSO,US-East,Conversational AI,GCP,HCLS,0.50,"$80,377","$40,189",$0,$0
2020,10,3268,L1,Non-PSO,India,Data & Analytics,GCP,HCLS,0.90,"$7,299","$6,569","$6,569",$0
2020,10,3291,L2-L4 Extn,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,"$28,571","$25,714","$25,714",$0
2020,10,3293,Commit,Non-PSO,US-West,Document Understanding AI,GCP,BFSI,1.00,$1,$1,$1,$0
2020,10,3304,L2,Non-PSO,EMEA,Data & Analytics,GCP,Others,0.30,"$19,314","$5,794",$0,$0
2020,10,3307,L2,Non-PSO,APAC,Document Understanding AI,AWS,BFSI,0.30,"$9,375","$2,813",$0,$0
2020,10,3314,L1,Non-PSO,US-East,Data & Analytics,GCP,HCLS,0.50,"$8,000","$4,000","$4,000","$2,213"
2020,10,3325,L1 Extn,Non-PSO,US-East,Document Understanding AI,GCP,Others,0.90,"$76,514","$68,863","$68,863","$77,600"
2020,10,3331,L1,PSO,US-East,Conversational AI,GCP,Others,0.50,"$6,377","$3,189","$3,189",$0
2020,10,3334,Commit,Non-PSO,India,Custom AI/ML,AWS,Others,1.00,$557,$557,$557,"$2,021"
2020,10,3337,L1,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.90,"$14,714","$13,243","$13,243",$0
2020,10,3343,L1 Extn,Non-PSO,US-West,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$32,500"
2020,10,3348,L2-L4 Extn,Non-PSO,US-Central,Marketing Analytics,GCP,Edu & PubSec,0.90,$0,$0,$0,"$1,485"
2020,10,3349,L4,Non-PSO,US-Central,Marketing Analytics,GCP,BFSI,0.10,"$23,284","$2,328",$0,$0
2020,10,3390,Pre-Commit,Non-PSO,US-East,Data & Analytics,AWS,Others,0.90,"$9,057","$8,151","$8,151","$11,520"
2020,10,3400,L3,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.10,$0,$0,$0,"$6,667"
2020,10,3435,Not in Pipeline,Non-PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.00,$0,$0,$0,"$30,000"
2020,10,3489,Not in Pipeline,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$3,500"
2020,10,3498,Not in Pipeline,PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$10,400"
2020,10,3499,Not in Pipeline,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.00,$0,$0,$0,"$38,100"
2020,10,3536,Not in Pipeline,Non-PSO,India,Custom AI/ML,AWS,BFSI,0.00,$0,$0,$0,$403
2020,11,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$10,100","$10,100","$10,100","$10,101"
2020,11,1375,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$15,607","$15,607","$15,607","$14,250"
2020,11,1395,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,$0,$0,$0,"$22,000"
2020,11,1410,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$25,000","$25,000","$25,000","$25,000"
2020,11,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$7,917","$7,917","$7,917","$7,917"
2020,11,1480,L1,Non-PSO,Canada,Data & Analytics,AWS,Others,0.70,"$38,381","$26,867","$26,867",$0
2020,11,1529,Commit,Non-PSO,US-East,Others,Direct,HCLS,1.00,$0,$0,$0,"$1,040"
2020,11,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,680","$13,680","$13,680","$13,680"
2020,11,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,$0,$0,$0,$781
2020,11,1544,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$110,000","$110,000","$110,000","$112,000"
2020,11,1553,Commit,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,1.00,$0,$0,$0,"$10,000"
2020,11,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$90,720","$90,720","$90,720","$94,680"
2020,11,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$55,000","$55,000","$55,000","$55,000"
2020,11,1686,Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,1.00,$0,$0,$0,"-$3,571"
2020,11,1706,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,$0,$0,$0,"$1,848"
2020,11,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,464","$13,464","$13,464","$13,464"
2020,11,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,680","$13,680","$13,680","$13,680"
2020,11,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$3,757","$3,757","$3,757","$3,757"
2020,11,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,560","$4,560","$4,560","$4,560"
2020,11,1740,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$150,000","$150,000","$150,000","$138,780"
2020,11,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$12,368","$12,368","$12,368","$15,623"
2020,11,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$16,324","$16,324","$16,324",$0
2020,11,1783,Pre-Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.90,"$80,000","$72,000","$72,000",$0
2020,11,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,"$14,400","$14,400","$14,400","$14,400"
2020,11,1823,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$5,000","$5,000","$5,000","$5,000"
2020,11,1824,Commit,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,1.00,"$15,000","$15,000","$15,000","$15,000"
2020,11,1825,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$45,000","$45,000","$45,000","$41,040"
2020,11,1852,Pre-Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$33,750","$30,375","$30,375","$33,750"
2020,11,1861,Commit,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,1.00,"$75,755","$75,755","$75,755","$74,963"
2020,11,1862,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$13,200","$13,200","$13,200","$13,200"
2020,11,1863,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$75,293","$75,293","$75,293","$66,185"
2020,11,1864,Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,1.00,"$68,772","$68,772","$68,772","$64,614"
2020,11,1865,Commit,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,1.00,"$91,344","$91,344","$91,344","$83,358"
2020,11,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$105,036","$105,036","$105,036","$80,064"
