Year,Month,Deal ID,Stage,PSO/Non-PSO,Region,Practice,Channel,Business Unit,Weight,Leads UW,Leads,SalesOps,Actuals
2020,6,2413,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$36,300","$36,300","$36,300","$26,400"
2020,6,2415,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$1,633","$1,633","$1,633","$35,000"
2020,6,2432,L2,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.50,"$29,700","$14,850",$0,$0
2020,6,2439,L1,Non-PSO,US-Central,Conversational AI,GCP,HCLS,0.90,$0,$0,$0,"$6,864"
2020,6,2441,L3,Non-PSO,India,Data & Analytics,Direct,BFSI,0.10,$0,$0,$0,"$7,296"
2020,6,2480,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$36,960","$36,960","$36,960","$36,400"
2020,6,2544,L1,PSO,US-West,Data & Analytics,GCP,BFSI,0.90,$0,$0,$0,"$5,500"
2020,6,2557,L1,PSO,US-West,Application Modernization,GCP,BFSI,0.90,$0,$0,$0,"$10,720"
2020,6,2563,L1,Non-PSO,US-East,Data & Analytics,GCP,Others,0.90,$0,$0,$0,"$7,200"
2020,6,2571,Commit,PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$48,412","$48,412","$48,412","$45,000"
2020,6,2618,L1,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$2,500"
2020,6,2623,L3,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.10,$0,$0,$0,"$4,000"
2020,6,2656,Not in Pipeline,PSO,US-West,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$40,762"
2020,6,2659,Not in Pipeline,PSO,US-West,Data & Analytics,GCP,BFSI,0.00,$0,$0,$0,"$22,000"
2020,6,2664,Not in Pipeline,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$17,500"
2020,7,998,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Others,1.00,"$3,703","$3,703","$3,703",$0
2020,7,1226,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$6,186","$6,186","$6,186","$6,160"
2020,7,1262,Commit,Non-PSO,US-East,Custom AI/ML,GCP,BFSI,1.00,$213,$213,$213,$0
2020,7,1322,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$55,200","$55,200","$55,200",$0
2020,7,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$21,392","$21,392","$21,392","$8,840"
2020,7,1419,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$7,800","$7,800","$7,800","$7,800"
2020,7,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$23,750","$23,750","$23,750","$7,917"
2020,7,1462,Commit,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,1.00,"$48,750","$48,750","$48,750","$40,500"
2020,7,1475,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,318","$7,318","$7,318","$7,000"
2020,7,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$16,560","$16,560","$16,560","$15,840"
2020,7,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,"$17,958","$17,958","$17,958","$13,664"
2020,7,1544,L4,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.10,"$97,520","$9,752",$0,$0
2020,7,1563,L1,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,$0,$0,$0,"$30,000"
2020,7,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$82,800","$82,800","$82,800","$78,930"
2020,7,1653,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$16,142","$16,142","$16,142","$10,309"
2020,7,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$58,512","$58,512","$58,512","$55,000"
2020,7,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$16,299","$16,299","$16,299","$15,590"
2020,7,1723,Commit,PSO,US-East,Others,GCP,Edu & PubSec,1.00,$0,$0,$0,"$8,000"
2020,7,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$16,560","$16,560","$16,560","$15,840"
2020,7,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,548","$4,548","$4,548","$4,351"
2020,7,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$5,520","$5,520","$5,520","$5,280"
2020,7,1740,Pre-Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,"$220,800","$198,720","$198,720","$100,000"
2020,7,1746,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,1.00,"$70,840","$70,840","$70,840","$25,360"
2020,7,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,972","$14,972","$14,972","$14,321"
2020,7,1776,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$94,300","$94,300","$94,300",$0
2020,7,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$33,509","$33,509","$33,509","$60,946"
2020,7,1778,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$1,593","$1,593","$1,593",$0
2020,7,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,$0,$0,$0,"$14,400"
2020,7,1823,L1 Extn,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,0.90,"$7,700","$6,930","$6,930","$5,000"
2020,7,1824,L1 Extn,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,0.90,"$19,000","$17,100","$17,100","$15,000"
2020,7,1825,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$82,800","$82,800","$82,800","$47,520"
2020,7,1835,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$70,932","$70,932","$70,932","$77,100"
2020,7,1849,Commit,Non-PSO,US-East,Application Modernization,Direct,HCLS,1.00,"$136,600","$136,600","$136,600","$136,600"
2020,7,1855,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$62,780","$62,780","$62,780",$0
2020,7,1861,L2-L4 Extn,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,0.75,"$65,274","$48,956","$48,956",$0
2020,7,1862,L1,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,0.90,"$13,200","$11,880","$11,880","$13,200"
2020,7,1863,L2-L4 Extn,Non-PSO,India,Data & Analytics,Direct,BFSI,0.60,"$89,562","$53,737","$53,737",$0
2020,7,1864,L2-L4 Extn,Non-PSO,APAC,Data & Analytics,Direct,BFSI,0.75,"$74,382","$55,787","$55,787",$0
2020,7,1865,L2-L4 Extn,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,0.75,"$92,598","$69,449","$69,449",$0
2020,7,1869,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,$0,$0,$0,"$3,960"
2020,7,1879,L1,Non-PSO,India,Custom AI/ML,AWS,Others,0.90,"$2,208","$1,987","$1,987","$5,006"
2020,7,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$221,574","$221,574","$221,574","$165,340"
2020,7,1934,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$8,287","$8,287","$8,287","$40,025"
2020,7,1949,Commit,PSO,US-Central,Data & Analytics,GCP,BFSI,1.00,"$112,500","$112,500","$112,500","$112,500"
2020,7,1955,Commit,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,1.00,$0,$0,$0,"$30,936"
2020,7,1989,Commit,Non-PSO,US-East,Others,Direct,BFSI,1.00,"$21,252","$21,252","$21,252","$12,144"
2020,7,2000,L1,Non-PSO,India,Data & Analytics,AWS,BFSI,0.90,"$16,610","$14,949","$14,949","$5,750"
2020,7,2008,L1,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,0.90,$0,$0,$0,"$134,378"
2020,7,2017,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$19,286","$17,357","$17,357",$0
2020,7,2044,L1,Non-PSO,EMEA,Document Understanding AI,GCP,BFSI,0.90,"$13,000","$11,700","$11,700",$0
2020,7,2058,Commit,PSO,US-East,Conversational AI,GCP,HCLS,0.90,"$16,254","$14,629","$14,629","$45,960"
2020,7,2067,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$18,400","$18,400","$18,400","$20,000"
2020,7,2093,L1,Non-PSO,US-West,Conversational AI,GCP,Others,0.30,$0,$0,$0,"$10,000"
2020,7,2096,L1,PSO,US-East,Application Modernization,GCP,Others,0.90,$0,$0,$0,"$21,600"
2020,7,2099,Commit,PSO,US-Central,Application Modernization,GCP,Others,1.00,"$40,000","$40,000","$40,000","$40,000"
2020,7,2102,Commit,Non-PSO,Canada,Others,AWS,BFSI,1.00,"$19,307","$19,307","$19,307","$16,957"
2020,7,2109,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$91,080","$91,080","$91,080","$88,440"
2020,7,2121,L1,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,0.90,"$111,619","$100,457","$100,457",$0
2020,7,2154,L1,Non-PSO,US-East,Conversational AI,GCP,Others,0.90,"$71,707","$64,536","$64,536",$0
2020,7,2171,Commit,PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$34,017","$34,017","$34,017","$8,440"
2020,7,2175,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Others,1.00,"$9,583","$9,583","$9,583","$24,500"
2020,7,2218,Commit,Non-PSO,US-East,Marketing Analytics,GCP,Others,1.00,"$75,000","$75,000","$75,000",$0
2020,7,2222,L2,PSO,US-East,Conversational AI,GCP,BFSI,0.50,"$10,800","$5,400",$0,$0
2020,7,2228,Commit,Non-PSO,US-East,Data & Analytics,GCP,HCLS,1.00,$0,$0,$0,"$112,300"
2020,7,2243,Commit,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,1.00,"$81,696","$81,696","$81,696","$57,856"
2020,7,2259,L1,PSO,US-East,Infrastructure Modernization,GCP,Others,0.90,$0,$0,$0,"$42,000"
2020,7,2265,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,574","$7,574","$7,574","$10,000"
2020,7,2278,L1,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.90,"$54,000","$48,600","$48,600","$28,910"
2020,7,2292,L1,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,0.90,$0,$0,$0,"$2,000"
2020,7,2295,L2,Non-PSO,US-Central,Others,AWS,BFSI,0.30,"$73,600","$22,080",$0,$0
2020,7,2302,L1,Non-PSO,US-Central,Others,AWS,Others,0.90,"$36,800","$33,120","$33,120","$20,000"
2020,7,2303,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$30,720","$30,720","$30,720","$30,720"
2020,7,2312,Commit,Non-PSO,Canada,Others,AWS,BFSI,1.00,"$38,116","$38,116","$38,116","$34,650"
2020,7,2318,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$41,860","$41,860","$41,860","$32,883"
2020,7,2355,L1,Non-PSO,US-Central,Conversational AI,GCP,BFSI,0.90,"$5,250","$4,725","$4,725","-$36,500"
2020,7,2378,L1,Non-PSO,US-Central,Document Understanding AI,GCP,BFSI,0.75,"$173,113","$129,835","$129,835",$0
2020,7,2391,L1,Non-PSO,India,Conversational AI,GCP,TMEG,0.90,$0,$0,$0,"$3,000"
2020,7,2403,Commit,Non-PSO,US-East,Data & Analytics,AWS,Edu & PubSec,1.00,$0,$0,$0,"$25,760"
2020,7,2411,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$21,120","$21,120","$21,120","$21,120"
2020,7,2412,L1,Non-PSO,US-West,Data & Analytics,GCP,Others,0.90,$0,$0,$0,"$44,840"
2020,7,2421,L1 Extn,Non-PSO,US-East,Data & Analytics,Direct,HCLS,0.90,"$51,520","$46,368","$46,368","$51,520"
2020,7,2428,L1 Extn,Non-PSO,US-East,Data & Analytics,Direct,HCLS,0.90,"$44,160","$39,744","$39,744","$33,120"
2020,7,2441,L1,Non-PSO,India,Data & Analytics,Direct,BFSI,0.90,"$4,416","$3,974","$3,974","$4,416"
2020,7,2467,L1,Non-PSO,US-Central,Conversational AI,AWS,HCLS,0.90,"$10,714","$9,643","$9,643",$0
2020,7,2480,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$38,640","$38,640","$38,640","$36,400"
2020,7,2557,Commit,PSO,US-West,Application Modernization,GCP,BFSI,1.00,"$10,273","$10,273","$10,273","$10,720"
2020,7,2563,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$19,320","$19,320","$19,320","$18,780"
2020,7,2571,Commit,PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$24,206","$24,206","$24,206",$0
2020,7,2581,L1,Non-PSO,US-East,Document Understanding AI,GCP,Others,0.90,$0,$0,$0,"$20,100"
2020,7,2609,Commit,Non-PSO,Canada,Custom AI/ML,GCP,Others,1.00,$0,$0,$0,"$44,100"
2020,7,2612,Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,1.00,"$75,900","$75,900","$75,900","$68,838"
2020,7,2613,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$89,866","$89,866","$89,866","$87,556"
2020,7,2618,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,$0,$0,$0,"$5,000"
2020,7,2623,L1,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,"$3,136","$2,822","$2,822","$4,000"
2020,7,2649,Pre-Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,0.90,"$267,533","$240,780","$240,780","$267,533"
2020,7,2651,L1,Non-PSO,US-East,Conversational AI,GCP,Others,0.90,"$50,400","$45,360","$45,360",$0
2020,7,2656,Commit,PSO,US-West,Conversational AI,GCP,Edu & PubSec,1.00,$0,$0,$0,"$24,355"
2020,7,2658,L1,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,0.50,$0,$0,$0,"$31,280"
2020,7,2664,L1,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,"$16,154","$14,539","$14,539","$7,500"
2020,7,2670,Pre-Commit,Non-PSO,EMEA,Others,AWS,TMEG,0.90,$0,$0,$0,"$11,200"
2020,7,2681,L1,Non-PSO,US-Central,Data & Analytics,GCP,Others,0.90,$0,$0,$0,"$46,800"
2020,7,2683,L1,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$30,000"
2020,7,2713,L2-L4 Extn,PSO,US-West,Data & Analytics,GCP,BFSI,0.90,$0,$0,$0,"$8,000"
2020,7,2714,L1,Non-PSO,US-East,Application Modernization,Direct,HCLS,0.90,"$56,700","$51,030","$51,030","$56,700"
2020,7,2743,L1 Extn,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,0.90,"$77,722","$69,950","$69,950","$81,484"
2020,7,2755,L4,Non-PSO,US-West,Conversational AI,GCP,Others,0.10,$0,$0,$0,"$10,000"
2020,7,2759,L4,Non-PSO,US-West,Custom AI/ML,GCP,BFSI,0.10,$0,$0,$0,"$2,500"
2020,7,2775,L1,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,0.90,"$33,120","$29,808","$29,808","$24,750"
2020,7,2816,Not in Pipeline,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,0.00,$0,$0,$0,"$96,558"
2020,7,2822,Not in Pipeline,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$5,000"
2020,7,2829,Not in Pipeline,Non-PSO,US-Central,Application Modernization,GCP,Others,0.00,$0,$0,$0,"$31,200"
2020,7,2920,Not in Pipeline,PSO,India,Conversational AI,GCP,BFSI,0.00,$0,$0,$0,"$5,760"
2020,7,2926,Not in Pipeline,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.00,$0,$0,$0,"$9,900"
2020,7,3022,Not in Pipeline,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,0.00,$0,$0,$0,"$5,520"
2020,8,1019,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,$0,$0,$0,"$4,900"
2020,8,1226,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,$0,$0,$0,"$3,880"
2020,8,1262,Commit,Non-PSO,US-East,Custom AI/ML,GCP,BFSI,1.00,$194,$194,$194,$0
2020,8,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$10,000","$10,000","$10,000","$10,100"
2020,8,1419,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$7,799","$7,799","$7,799","$7,800"
2020,8,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$7,917","$7,917","$7,917","$7,917"
2020,8,1462,Commit,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,1.00,$0,$0,$0,"$8,250"
2020,8,1475,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,000","$7,000","$7,000","$10,500"
2020,8,1487,Commit,Non-PSO,EMEA,Conversational AI,GCP,TMEG,1.00,"$32,200","$32,200","$32,200","$18,400"
2020,8,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$15,120"
2020,8,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,$0,$0,$0,"$9,760"
2020,8,1544,L2,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.30,"$89,040","$26,712",$0,$0
2020,8,1563,Pre-Commit,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,"$25,000","$22,500","$22,500","$20,000"
2020,8,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$79,200","$79,200","$79,200","$79,200"
2020,8,1650,L2,Non-PSO,India,Custom AI/ML,Direct,BFSI,0.50,"$10,000","$5,000",$0,$0
2020,8,1653,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$14,700","$14,700","$14,700","$10,190"
2020,8,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$53,424","$53,424","$53,424","$55,000"
2020,8,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,881","$14,881","$14,881","$14,881"
2020,8,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$15,120"
2020,8,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,153","$4,153","$4,153","$4,153"
2020,8,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$5,040","$5,040","$5,040","$5,040"
2020,8,1740,Pre-Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,"$100,000","$90,000","$90,000","$100,000"
2020,8,1746,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,1.00,$0,$0,$0,"$24,640"
2020,8,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,670","$13,670","$13,670","$13,670"
2020,8,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$35,487","$35,487","$35,487","$27,945"
2020,8,1783,Pre-Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.90,"$116,667","$105,000","$105,000",$0
2020,8,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,$0,$0,$0,"$14,400"
2020,8,1823,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$5,000","$5,000","$5,000","$5,000"
2020,8,1824,Commit,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,1.00,"$15,000","$15,000","$15,000","$15,000"
2020,8,1825,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$50,000","$50,000","$50,000","$44,280"
2020,8,1835,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$90,348","$90,348","$90,348","$77,100"
2020,8,1852,L1,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$33,750","$30,375","$30,375","$20,250"
2020,8,1862,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$15,000","$15,000","$15,000","$13,200"
2020,8,1863,L2-L4 Extn,Non-PSO,India,Data & Analytics,Direct,BFSI,0.75,"$59,598","$44,699","$44,699","$56,615"
2020,8,1864,L2-L4 Extn,Non-PSO,APAC,Data & Analytics,Direct,BFSI,0.90,"$50,490","$45,441","$45,441","$49,170"
2020,8,1869,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$3,960","$3,960","$3,960","$3,960"
2020,8,1879,Commit,Non-PSO,India,Custom AI/ML,AWS,Others,1.00,"$2,016","$2,016","$2,016","$2,047"
2020,8,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$121,800","$121,800","$121,800","$160,776"
2020,8,1917,L2,Non-PSO,India,Conversational AI,GCP,Others,0.30,"$30,000","$9,000",$0,$0
2020,8,1934,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$22,000","$22,000","$22,000","$42,775"
2020,8,1960,L2-L4 Mega,PSO,US-East,Data & Analytics,GCP,HCLS,0.20,"$150,000","$30,000",$0,$0
2020,8,1966,Pre-Commit,Non-PSO,US-East,Data & Analytics,AWS,Others,0.90,"$8,064","$7,258","$7,258","$23,040"
2020,8,1988,L1,PSO,US-West,Marketing Analytics,GCP,HCLS,0.50,"$23,333","$11,667","$11,667",$0
2020,8,1989,Commit,Non-PSO,US-East,Others,Direct,BFSI,1.00,"$22,176","$22,176","$22,176","$16,104"
2020,8,1993,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$70,000","$70,000","$70,000","$23,700"
2020,8,2000,Commit,Non-PSO,India,Data & Analytics,AWS,BFSI,1.00,$0,$0,$0,"$13,478"
2020,8,2008,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$274,390","$274,390","$274,390","$141,097"
2020,8,2044,L1,Non-PSO,EMEA,Document Understanding AI,GCP,BFSI,0.90,"$31,900","$28,710","$28,710","$9,285"
2020,8,2058,Commit,PSO,US-East,Conversational AI,GCP,HCLS,0.90,$0,$0,$0,"$34,040"
2020,8,2067,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$16,000","$16,000","$16,000","$19,200"
2020,8,2096,Commit,PSO,US-East,Application Modernization,GCP,Others,1.00,"$30,000","$30,000","$30,000","$25,200"
2020,8,2099,Commit,PSO,US-Central,Application Modernization,GCP,Others,1.00,"$40,000","$40,000","$40,000","$40,000"
2020,8,2116,L4,Non-PSO,India,Custom AI/ML,GCP,BFSI,0.10,"$20,000","$2,000",$0,$0
2020,8,2121,L1,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,0.90,"$60,000","$54,000","$54,000","$17,500"
2020,8,2157,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$40,114","$40,114","$40,114",$0
2020,8,2171,Commit,PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,0.50,"$7,023","$3,512","$3,512","$8,150"
2020,8,2175,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Others,1.00,"$27,667","$27,667","$27,667","$24,500"
2020,8,2202,Commit,PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$32,500","$32,500","$32,500",$0
2020,8,2218,Commit,Non-PSO,US-East,Marketing Analytics,GCP,Others,1.00,"$100,000","$100,000","$100,000","$83,000"
2020,8,2226,L2,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.30,"$10,000","$3,000",$0,$0
2020,8,2228,Commit,Non-PSO,US-East,Data & Analytics,GCP,HCLS,1.00,"$109,200","$109,200","$109,200","$101,178"
2020,8,2243,Commit,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,1.00,$0,$0,$0,"$28,933"
2020,8,2265,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,500","$7,500","$7,500","$6,000"
2020,8,2278,Pre-Commit,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.90,"$54,545","$49,091","$49,091","$12,000"
2020,8,2292,Commit,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,1.00,"$2,500","$2,500","$2,500","$2,141"
2020,8,2295,L3,Non-PSO,US-Central,Others,AWS,BFSI,0.10,"$88,800","$8,880",$0,$0
2020,8,2297,Pre-Commit,Non-PSO,US-Central,Data & Analytics,GCP,BFSI,0.90,"$81,250","$73,125","$73,125","$73,500"
2020,8,2301,L1,Non-PSO,US-East,Data & Analytics,GCP,Others,0.90,"$34,533","$31,080","$31,080",$0
2020,8,2302,Commit,Non-PSO,US-Central,Others,AWS,Others,1.00,$0,$0,$0,"$32,000"
2020,8,2303,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$30,720","$30,720","$30,720","$30,720"
2020,8,2310,L2,Non-PSO,US-Central,Conversational AI,GCP,BFSI,0.30,"$75,000","$22,500",$0,$0
2020,8,2318,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$38,220","$38,220","$38,220","$32,883"
2020,8,2378,Pre-Commit,Non-PSO,US-Central,Document Understanding AI,GCP,BFSI,1.00,"$75,000","$75,000","$75,000","$131,000"
2020,8,2387,Commit,Non-PSO,US-East,Custom AI/ML,AWS,TMEG,1.00,"$49,980","$49,980","$49,980","$51,867"
2020,8,2395,Commit,Non-PSO,US-Central,Conversational AI,GCP,Others,1.00,"$14,600","$14,600","$14,600","$35,680"
2020,8,2403,Commit,Non-PSO,US-East,Data & Analytics,AWS,Edu & PubSec,1.00,$0,$0,$0,"$23,520"
2020,8,2412,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$44,000","$44,000","$44,000","$42,000"
2020,8,2421,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$47,040","$47,040","$47,040","$47,040"
2020,8,2428,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$30,240","$30,240","$30,240","$30,240"
2020,8,2440,L1,Non-PSO,EMEA,Conversational AI,GCP,TMEG,0.90,"$50,000","$45,000","$45,000",$0
2020,8,2441,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,$960,$960,$960,$960
2020,8,2458,L2,Non-PSO,EMEA,Data & Analytics,GCP,BFSI,0.30,"$48,500","$14,550",$0,$0
2020,8,2461,L2,PSO,US-West,Data & Analytics,GCP,Edu & PubSec,0.30,"$45,000","$13,500",$0,$0
2020,8,2467,Pre-Commit,Non-PSO,US-Central,Conversational AI,AWS,HCLS,0.90,$0,$0,$0,"$31,500"
2020,8,2480,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$18,200","$18,200","$18,200","$18,200"
2020,8,2484,Pre-Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,0.90,"$23,600","$21,240","$21,240","$41,400"
2020,8,2563,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$17,640","$17,640","$17,640","$16,800"
2020,8,2581,Commit,Non-PSO,US-East,Document Understanding AI,GCP,Others,1.00,"$67,000","$67,000","$67,000","$87,100"
2020,8,2587,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,$0,$0,$0,"$35,277"
2020,8,2591,L1,Non-PSO,US-East,Conversational AI,GCP,Others,0.90,"$60,000","$54,000","$54,000","$35,230"
